startDate,endDate,state,calendarYear,cumulativeInState,nationality,totalByNationality,destinationCity,yearlyNumberByCity,cumulativeAgain
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Belarus,0,Glendale,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Belarus,0,Glendale,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Belarus,0,Glendale,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Belarus,0,Glendale,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Belarus,2,Glendale,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Belarus,0,Glendale,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Belarus,8,Mequon,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Belarus,1,Mequon,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Belarus,13,Mequon,4,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Belarus,9,Mequon,2,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Belarus,6,Mequon,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Belarus,1,Mequon,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Belarus,0,Mequon,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Belarus,0,Mequon,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Belarus,1,Mequon,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Belarus,0,Mequon,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Belarus,0,Mequon,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Belarus,0,Mequon,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Belarus,0,Mequon,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Belarus,2,Mequon,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Belarus,0,Mequon,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Belarus,8,Milwaukee,6,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Belarus,1,Milwaukee,1,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Belarus,13,Milwaukee,5,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Belarus,9,Milwaukee,2,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Belarus,6,Milwaukee,6,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Belarus,1,Milwaukee,1,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Belarus,0,Milwaukee,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Belarus,0,Milwaukee,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Belarus,1,Milwaukee,1,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Belarus,0,Milwaukee,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Belarus,0,Milwaukee,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Belarus,0,Milwaukee,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Belarus,0,Milwaukee,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Belarus,2,Milwaukee,2,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Belarus,0,Milwaukee,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Belarus,8,Shorewood,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Belarus,1,Shorewood,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Belarus,13,Shorewood,2,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Belarus,9,Shorewood,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Belarus,6,Shorewood,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Belarus,1,Shorewood,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Belarus,0,Shorewood,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Belarus,0,Shorewood,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Belarus,1,Shorewood,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Belarus,0,Shorewood,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Belarus,0,Shorewood,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Belarus,0,Shorewood,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Belarus,0,Shorewood,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Belarus,2,Shorewood,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Belarus,0,Shorewood,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Belarus,8,Thiensville,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Belarus,1,Thiensville,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Belarus,13,Thiensville,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Belarus,9,Thiensville,2,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Belarus,6,Thiensville,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Belarus,1,Thiensville,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Belarus,0,Thiensville,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Belarus,0,Thiensville,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Belarus,1,Thiensville,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Belarus,0,Thiensville,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Belarus,0,Thiensville,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Belarus,0,Thiensville,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Belarus,0,Thiensville,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Belarus,2,Thiensville,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Belarus,0,Thiensville,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Bhutan,0,Fitchburg,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Bhutan,0,Fitchburg,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Bhutan,0,Fitchburg,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Bhutan,0,Fitchburg,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Bhutan,0,Fitchburg,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Bhutan,0,Fitchburg,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Bhutan,0,Fitchburg,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Bhutan,16,Fitchburg,5,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Bhutan,83,Fitchburg,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Bhutan,93,Fitchburg,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Bhutan,75,Fitchburg,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Bhutan,36,Fitchburg,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Bhutan,26,Fitchburg,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Bhutan,27,Fitchburg,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Bhutan,28,Fitchburg,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Bhutan,0,Madison,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Bhutan,0,Madison,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Bhutan,0,Madison,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Bhutan,0,Madison,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Bhutan,0,Madison,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Bhutan,0,Madison,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Bhutan,0,Madison,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Bhutan,16,Madison,11,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Bhutan,83,Madison,78,846
